Marke,Produkt,Preis,Vorheriger_Preis,Preis_kg,RAW_Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,Einheit,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids,brand_extracted,brand_normalized
HEINZ,Sauce,"€ 1,49","€ 2,29","1 l = 6,78","1 l = 6,78",versch. Sorten,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_216.jpg,"cat_grundnahrung,diet_vegan,diet_vegetarian,sub_huelsenfruechte,tag_ultra_processed",,BLS-X3A1000,ref_000370,obs_0000013386|obs_0000011915|obs_0000034889|obs_0000010474|obs_0000008982|obs_0000001201|obs_0000009009|obs_0000026956|obs_0000014984|obs_0000000535|obs_0000023582|obs_0000032295|obs_0000018497|obs_0000015434|obs_0000008802|obs_0000034895|obs_0000034898|obs_0000029306|obs_0000015002|obs_0000015003|obs_0000027807|obs_0000010415|obs_0000014535|obs_0000014564|obs_0000011526|obs_0000016655|obs_0000016659|obs_0000031025|obs_0000007988|obs_0000024885|obs_0000011072|obs_0000019790|obs_0000011088|obs_0000025967|obs_0000012203|obs_0000031675|obs_0000010700|obs_0000001439|obs_0000007185|obs_0000013845|obs_0000022063|obs_0000008796|obs_0000029302|obs_0000018560|obs_0000010400|obs_0000010411|obs_0000008374|obs_0000007367|obs_0000025827|obs_0000011513,obs_0000032295|obs_0000013386|obs_0000034889|obs_0000029306|obs_0000011915|obs_0000010474|obs_0000008982,,
NORDGUT,Schmelzkäsezubereitung,"€ 1,29","€ 1,49","1 kg = 6,45","1 kg = 6,45","20 - 50 % Fett i. Tr., versch. Sorten",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_172.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_kaese,sub_milchprodukte,tag_ultra_processed",,,ref_000371,obs_0000012179|obs_0000024641|obs_0000018629|obs_0000022387|obs_0000008128|obs_0000022629|obs_0000006284|obs_0000005902|obs_0000007539|obs_0000001535,obs_0000024641|obs_0000018629|obs_0000012179|obs_0000022387|obs_0000008128,,
K-PURLAND,Schnelle Küche Geschnetzeltes Mango-Curry,"€ 3,99",,"1 kg = 7,98","1 kg = 7,98",mariniert,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_101.jpg,"cat_fleisch_wurst,diet_lactose_free,sub_rind,sub_schwein,tag_high_protein,tag_proteinreich,tag_whole_food",,,ref_000372,obs_0000014443|obs_0000010578|obs_0000013875|obs_0000012262|obs_0000008419|obs_0000007986,obs_0000014443|obs_0000008419|obs_0000010578|obs_0000013875|obs_0000012262,,
K-CLASSIC,Schoko Keks,"€ 2,99",,"1 kg = 9,97","1 kg = 9,97",Riegel aus Vollmilchschokolade mit feiner Milchcreme und knackigem Keks,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_281.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",,,ref_000373,obs_0000016466|obs_0000017249|obs_0000027626|obs_0000028495|obs_0000028605|obs_0000032102|obs_0000032410,,,
K-CLASSIC,Schoko-Riegel Erdbeer-Joghurt,"€ 1,99",,"1 kg = 9,95","1 kg = 9,95",umhüllt von Edel-Vollmilchschokolade,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_265.jpg,"cat_knabbern_naschen,diet_vegetarian,sub_joghurt_skyr_quark,sub_milchprodukte,tag_ultra_processed",,,ref_000374,obs_0000009180|obs_0000009663|obs_0000026710|obs_0000010357|obs_0000020687|obs_0000020689|obs_0000014601|obs_0000030996|obs_0000028966|obs_0000022867|obs_0000012676|obs_0000016822|obs_0000023030|obs_0000008703|obs_0000016928|obs_0000025171|obs_0000033364|obs_0000017107|obs_0000017127|obs_0000023284|obs_0000025377|obs_0000025392|obs_0000033696|obs_0000021506|obs_0000021508|obs_0000015457|obs_0000025811|obs_0000015673|obs_0000019794|obs_0000019932|obs_0000011786|obs_0000013851|obs_0000034580,,,
RITTER SPORT,Schokolade Bunte Vielfalt,"€ 0,99",,"1 kg = 9,90","1 kg = 9,90",versch. Sorten,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_264.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",,,ref_000375,obs_0000023300|obs_0000007277|obs_0000005836|obs_0000007487|obs_0000031849|obs_0000002336|obs_0000016691|obs_0000017857|obs_0000011765|obs_0000011783|obs_0000015893|obs_0000027700|obs_0000013879|obs_0000028232|obs_0000013394|obs_0000028244|obs_0000011352|obs_0000028249|obs_0000000091|obs_0000015454|obs_0000004705|obs_0000034408|obs_0000034411|obs_0000017539|obs_0000025221|obs_0000000138|obs_0000025739|obs_0000008861|obs_0000015026|obs_0000004278|obs_0000017595|obs_0000021699|obs_0000017605|obs_0000034013|obs_0000000230|obs_0000018155|obs_0000003326|obs_0000004873|obs_0000018698|obs_0000003851|obs_0000014104|obs_0000010522|obs_0000033056|obs_0000031011|obs_0000021291|obs_0000004446|obs_0000011112|obs_0000008595|obs_0000008610|obs_0000004019,,,
Keine Marke,Schopflavendel,"€ 7,99",,"pro Einheit = 7,99","pro Einheit = 7,99",Topf Ø 18 cm,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_084.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_ultra_processed,tag_whole_food",,,ref_000376,,,,
DIE SCHNITZELMACHER,Schweine-Schnitzel Wiener Art,"€ 4,99","€ 6,29","1 kg = 9,98","1 kg = 9,98","klassisch oder XXL, paniert und gewürzt, zum Braten oder Frittieren",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_187.jpg,"cat_tiefkuehl,sub_schwein",,,ref_000377,obs_0000000827|obs_0000022802|obs_0000026970|obs_0000020926|obs_0000027265|obs_0000025313|obs_0000026158|obs_0000020107|obs_0000000700|obs_0000031788|obs_0000005251|obs_0000001521,,,
K-WERTSCHÄTZE,Schweinehüftsteak mariniert,"€ 9,50","€ 10,90","pro Einheit = 9,50","pro Einheit = 9,50","vom Schwein, mariniert, aus eigener Herstellung",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_137.jpg,"cat_fleisch_wurst,sub_schwein",,,ref_000378,,,,
K-PURLAND,Schweinenacken -kamm ohne Knochen,"€ 5,99","€ 8,49","pro Einheit = 5,99","pro Einheit = 5,99","ohne Knochen, am Stück",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_096.jpg,"cat_fleisch_wurst,sub_rind,sub_schwein,tag_high_protein,tag_proteinreich,tag_whole_food",,,ref_000379,obs_0000011422|obs_0000015344|obs_0000015738|obs_0000015771|obs_0000009474|obs_0000011444|obs_0000008472|obs_0000020705|obs_0000025537|obs_0000021524|obs_0000030431|obs_0000034537,obs_0000015344|obs_0000011422|obs_0000015738|obs_0000015771,,
K-WERTSCHÄTZE,Schweineschnitzel,"€ 11,90","€ 13,90","pro Einheit = 11,90","pro Einheit = 11,90","ideal für Schnitzel Wiener Art, aus eigener Herstellung",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_138.jpg,"cat_fleisch_wurst,sub_schwein",,BLS-U543100,ref_000380,obs_0000011443|obs_0000009949|obs_0000009488|obs_0000006174|obs_0000033938|obs_0000006886|obs_0000007440|obs_0000005418|obs_0000007055|obs_0000007067|obs_0000005615|obs_0000008208|obs_0000017503|obs_0000016510|obs_0000006880|obs_0000019804|obs_0000034711|obs_0000024875|obs_0000005612|obs_0000006190|obs_0000007436|obs_0000007065,obs_0000006174|obs_0000033938|obs_0000011443|obs_0000009949|obs_0000006886|obs_0000007440|obs_0000009488|obs_0000005418|obs_0000007055|obs_0000007067|obs_0000005615,,
K-PURLAND,Schälrippchen,"€ 4,89","€ 5,79","pro Einheit = 4,89","pro Einheit = 4,89","vom Schwein, natur",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_099.jpg,"cat_fleisch_wurst,sub_rind,sub_schwein,tag_proteinreich",,,ref_000381,obs_0000013886|obs_0000000362|obs_0000004482|obs_0000004909|obs_0000004055|obs_0000010502|obs_0000010586|obs_0000009296|obs_0000008000|obs_0000031265|obs_0000013733|obs_0000016766|obs_0000017299|obs_0000023633,obs_0000010502|obs_0000010586|obs_0000000362|obs_0000004482|obs_0000004909|obs_0000013886|obs_0000004055,,
Rotkäppchen,Secconade,"€ 5,00","€ 5,37","1 l = 5,07","1 l = 5,07","weinhaltiges Getränk mit Limonade mit Fruchtanteil, versch. Sorten",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_325.jpg,"cat_getraenke,diet_vegetarian,tag_ultra_processed",,,ref_000382,obs_0000014051|obs_0000008284,obs_0000014051,,x
MM EXTRA,Sekt,"€ 2,89",,"1 l = 3,86","1 l = 3,86",trocken,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_324.jpg,cat_getraenke,,,ref_000383,obs_0000015666|obs_0000012694|obs_0000011802|obs_0000017436|obs_0000018465|obs_0000017456|obs_0000003634|obs_0000013889|obs_0000019009|obs_0000031833|obs_0000019561|obs_0000018037|obs_0000028281|obs_0000000122|obs_0000012437|obs_0000010911|obs_0000026289|obs_0000023255|obs_0000027358|obs_0000018687|obs_0000016680|obs_0000014644|obs_0000024889|obs_0000026425|obs_0000011590|obs_0000015699|obs_0000027487|obs_0000008047|obs_0000002457|obs_0000022430|obs_0000025002|obs_0000001461|obs_0000026048|obs_0000032264|obs_0000028182|obs_0000013336|obs_0000015931|obs_0000015933|obs_0000008276|obs_0000023645|obs_0000008803|obs_0000024169|obs_0000015498|obs_0000013971|obs_0000012436|obs_0000010391|obs_0000031399|obs_0000009903|obs_0000010420|obs_0000023745,obs_0000011802|obs_0000017436|obs_0000018465|obs_0000017456|obs_0000003634|obs_0000013889|obs_0000019009|obs_0000031833|obs_0000019561|obs_0000018037|obs_0000028281|obs_0000000122|obs_0000012437|obs_0000010911|obs_0000026289|obs_0000005815|obs_0000023255|obs_0000027358|obs_0000006887|obs_0000018687|obs_0000016680|obs_0000015666|obs_0000014644|obs_0000024889|obs_0000026425|obs_0000011590|obs_0000015699|obs_0000027487|obs_0000008047|obs_0000029075|obs_0000012694|obs_0000002457|obs_0000022430|obs_0000025002|obs_0000001461|obs_0000026048,,
LENZ MOSER,Selection Blauer Zweigelt,"€ 4,99",,"1 l = 6,66","1 l = 6,66","Qualitätswein, Österreich, fruchtig, feinwürzig, Aromen von Sauerkirschen, passt zu Pasta und leichten Gemüsegerichten",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_314.jpg,"cat_getraenke,tag_ultra_processed",,,ref_000384,obs_0000028824|obs_0000008001|obs_0000011580|obs_0000031828|obs_0000035020|obs_0000026027|obs_0000022988|obs_0000016848,obs_0000028824|obs_0000008001,,
HEAD SHOULDERS,Shampoo,"€ 3,29","€ 3,95","1 l = 13,16 - 14,63","1 l = 13,16 - 14,63",versch. Sorten,Nein,Dieses Angebot findest du vom 27.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-27,2026-04-29,../images/kaufland/kaufland_offer_616.jpg,cat_drogerie,,,ref_000385,obs_0000028680|obs_0000009796|obs_0000004179|obs_0000033372|obs_0000009325|obs_0000032877|obs_0000011610|obs_0000001916|obs_0000028560|obs_0000005033|obs_0000000446|obs_0000004606|obs_0000034854|obs_0000032840|obs_0000019053|obs_0000024178|obs_0000033398|obs_0000021647|obs_0000010913|obs_0000033460|obs_0000023755|obs_0000009955|obs_0000033529|obs_0000021764|obs_0000034052|obs_0000035066|obs_0000009494|obs_0000033059|obs_0000033092|obs_0000033623|obs_0000020828|obs_0000034662|obs_0000033133|obs_0000033649|obs_0000008067|obs_0000033168|obs_0000010154|obs_0000033215|obs_0000034239|obs_0000033227|obs_0000033237|obs_0000033244|obs_0000010955|obs_0000015107|obs_0000021027|obs_0000008350|obs_0000021690|obs_0000020208|obs_0000017934|obs_0000032284,obs_0000028680|obs_0000034854|obs_0000009796|obs_0000032840|obs_0000004179|obs_0000033372|obs_0000009325|obs_0000019053|obs_0000032877|obs_0000024178|obs_0000033398|obs_0000021647|obs_0000010913|obs_0000033460|obs_0000023755|obs_0000010955|obs_0000009955|obs_0000033529|obs_0000015107|obs_0000021764|obs_0000034052|obs_0000035066|obs_0000009494|obs_0000033059|obs_0000033092|obs_0000030029|obs_0000033623|obs_0000011610|obs_0000020828|obs_0000034662|obs_0000033133|obs_0000033649|obs_0000001916|obs_0000008067|obs_0000028560|obs_0000033168|obs_0000005033|obs_0000010154|obs_0000000446|obs_0000033215|obs_0000034239|obs_0000033227|obs_0000033237|obs_0000033244|obs_0000004606,,
MONDAY,Shampoo oder Spülung,"€ 4,69","€ 5,95","1 l = 13,40","1 l = 13,40",versch. Sorten,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_352.jpg,cat_drogerie,,,ref_000386,obs_0000011609|obs_0000012017|obs_0000012465|obs_0000012896|obs_0000013405|obs_0000015518|obs_0000016129|obs_0000010773|obs_0000012018|obs_0000012696|obs_0000013613|obs_0000005485|obs_0000005852|obs_0000006589|obs_0000015098|obs_0000007501|obs_0000015963|obs_0000006246|obs_0000005671|obs_0000006393|obs_0000005296|obs_0000006051|obs_0000032840|obs_0000032877|obs_0000033059|obs_0000033092|obs_0000033133|obs_0000033168|obs_0000000446|obs_0000033215|obs_0000033227|obs_0000033237|obs_0000033244|obs_0000033372|obs_0000033398|obs_0000033460|obs_0000033529|obs_0000033623|obs_0000033649|obs_0000009325|obs_0000034052|obs_0000009494|obs_0000034239|obs_0000009796|obs_0000009955|obs_0000034662|obs_0000001916|obs_0000010154|obs_0000034854|obs_0000035066,obs_0000011609|obs_0000012017|obs_0000012465|obs_0000012896|obs_0000013405|obs_0000015518|obs_0000016129,,
Keine Marke,Silikon-Spülbürste,"€ 1,99",,"pro Einheit = 1,99","pro Einheit = 1,99",Löst mühelos selbst angetrocknete Speisereste Leicht gebogener Bürstenkopf Mit kurzen Borsten und großer Reinigungsfläche,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_444.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",,,ref_000387,obs_0000012105,,,
Keine Marke,Silikonschwamm,"€ 1,99",,"pro Einheit = 1,99","pro Einheit = 1,99","Zur schonenden Reinigung von Geschirr und Glas Mit weichen, leicht ausspülbaren Silikonborsten",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_447.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",,,ref_000388,,,,
COSMEA,Slipeinlagen,"€ 1,79","€ 2,39","pro Einheit = 58,00","pro Einheit = 58,00",versch. Sorten,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_343.jpg,cat_drogerie,,,ref_000389,obs_0000012009|obs_0000033669|obs_0000008207|obs_0000033444|obs_0000015952|obs_0000011601|obs_0000012882|obs_0000032995|obs_0000033278|obs_0000032993|obs_0000007298|obs_0000032278|obs_0000034460|obs_0000007711|obs_0000006055|obs_0000029374|obs_0000015509|obs_0000033186|obs_0000010149|obs_0000010543|obs_0000014278|obs_0000012638|obs_0000013409|obs_0000028258|obs_0000026351|obs_0000032771|obs_0000030084|obs_0000030085|obs_0000032779|obs_0000028712|obs_0000028589|obs_0000001971|obs_0000002897,obs_0000033669|obs_0000008207|obs_0000033444|obs_0000015952|obs_0000011601|obs_0000012882|obs_0000032995|obs_0000012009|obs_0000033278,,
TECHNAXX,Smartphone-Taschenlampe TX-313,"€ 4,99","€ 29,99","pro Einheit = 4,99","pro Einheit = 4,99",Bis zu 10 x heller als Smartphone-LED (230 lm) Einfach per USB-C am Smartphone anschließen Passend für Smartphones bis 13 mm Dicke,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_376.jpg,cat_non_food,,,ref_000390,obs_0000026724|obs_0000027392,,,
BERENTZEN,Smoothie-Shot,"€ 5,99","€ 7,99","1 l = 11,98","1 l = 11,98","Fruchtmixlikör, Tropical Flirt, Berry Kiss oder Fruity Love, 15 Vol. %",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_305.jpg,cat_getraenke,,,ref_000391,obs_0000002067|obs_0000014395|obs_0000013892|obs_0000004171|obs_0000001630|obs_0000012410|obs_0000024721|obs_0000010948|obs_0000034549|obs_0000009020|obs_0000003462|obs_0000005025|obs_0000000440|obs_0000030159|obs_0000017881|obs_0000029159|obs_0000004598|obs_0000022009|obs_0000006373|obs_0000005464|obs_0000006023,,,
KNORR,Snack-Becher,"€ 3,00",,"1 kg = 9,15 - 15,63","1 kg = 9,15 - 15,63","Pasta, Kartoffel, Asia oder Fusion Noodles, versch. Sorten",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_240.jpg,"cat_grundnahrung,tag_ultra_processed",,,ref_000392,obs_0000011363|obs_0000014558|obs_0000010056|obs_0000016259|obs_0000009605|obs_0000019850|obs_0000025802|obs_0000026842|obs_0000012523|obs_0000017698|obs_0000015693|obs_0000018804|obs_0000014824,obs_0000011363|obs_0000014558|obs_0000010056|obs_0000016259|obs_0000009605|obs_0000019850,,
Nissin,Soba,"€ 0,69","€ 0,99","1 kg = 6,22 - 6,33","1 kg = 6,22 - 6,33","Instant-Nudelgericht, Wok Style Classic oder Chili",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_241.jpg,cat_grundnahrung,,,ref_000393,obs_0000027794|obs_0000034509|obs_0000022973|obs_0000032420|obs_0000031021,,,x
EASYMAXX,Solar-Generator-Kit,"€ 39,99","€ 69,99","pro Einheit = 39,99","pro Einheit = 39,99","Strom, Licht und Musik für unterwegs Abnehmbares Solarpanel mit Kabel ca. 180 cm FM-Radio und Lautsprecher integriert Licht und Taschenlampe integriert Akku-Kapazität 10.000 mAh Akku-Laden über Solarpanel oder USB-Kabel Aufladen von elektrischen Geräten über USB Größe ca. B 17 x H 23 x T 7 cm (ca. 1,2 kg) Inkl. 3 mobile LED-Leuchten mit Kabel ca. 170 cm",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_375.jpg,"cat_getraenke,tag_ultra_processed",,,ref_000394,,,,
DENVER,Solarradio mit Handkurbel SCR-2005,"€ 12,99","€ 45,95","pro Einheit = 12,99","pro Einheit = 12,99",AM- und FM-Radio Mit integrierter LED-Taschenlampe USB-A-Ausgang zum Laden von Mobilgeräten Integriertes Solar-Panel Akku-Powerbank (2.000 mAh) Mit Handschlaufe,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_372.jpg,cat_non_food,,,ref_000395,,,,
CARLOS I,Solera Gran Reserva Brandy,"€ 19,99","€ 29,99","1 l = 28,56","1 l = 28,56","in Eichenfässern gereift, volles Bukett mit mildem Charakter, 40 Vol. %",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_310.jpg,cat_getraenke,,,ref_000396,obs_0000015916|obs_0000013895|obs_0000008033|obs_0000019453|obs_0000021679|obs_0000020281|obs_0000025946|obs_0000021100|obs_0000033095|obs_0000023415|obs_0000017541|obs_0000019735|obs_0000018713|obs_0000021163|obs_0000020344|obs_0000022369,obs_0000015916|obs_0000013895|obs_0000008033|obs_0000019453,,
Keine Marke,Sonnenblume,"€ 2,22",,"pro Einheit = 2,22","pro Einheit = 2,22","Topf Ø 13 cm, ohne Übertopf",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_078.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",,BLS-Q320000,ref_000397,,,,
NIVEA SUN,Sonnenschutz,"€ 7,99","€ 10,95","1 l = 39,95 - 159,80","1 l = 39,95 - 159,80","Schutz & Pflege Milch 50+ oder Spray 30, versch. Sorten Gesichtscreme, Spray Sport 50 oder Sensitiv-Schutz Spray Original oder Milch für Babies & Kids 50+",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_361.jpg,cat_drogerie,,,ref_000398,,,,
KNORR,Soßen,"€ 0,89",,"1 l = 1,19 - 1,78","1 l = 1,19 - 1,78","ergibt 2 - 3 x 250 ml, versch. Sorten",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_242.jpg,"cat_grundnahrung,tag_ultra_processed",,BLS-D9A2400,ref_000399,obs_0000013413|obs_0000011763,obs_0000013413|obs_0000013031|obs_0000011763,,
Keine Marke,Span Bio-Erdbeeren,"€ 1,99","€ 2,99","1 kg = 7,96","1 kg = 7,96",Kl. I,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_057.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food",,,ref_000400,obs_0000013414|obs_0000012233|obs_0000013901|obs_0000010554|obs_0000011389|obs_0000012714|obs_0000012731|obs_0000013418|obs_0000013900|obs_0000014430|obs_0000015312|obs_0000015321|obs_0000000875|obs_0000027419|obs_0000029494|obs_0000030564|obs_0000030617|obs_0000006265|obs_0000030915|obs_0000006408|obs_0000022919|obs_0000031261|obs_0000031462|obs_0000031576|obs_0000032512|obs_0000024529,obs_0000013414,,
Keine Marke,Span Minigurken,"€ 1,79","€ 2,99","1 kg = 2,39","1 kg = 2,39",Kl. I,Nein,Dieses Angebot findest du vom 27.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-27,2026-04-29,../images/kaufland/kaufland_offer_015.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food",,,ref_000401,obs_0000011319,obs_0000011319,,
Keine Marke,Span Paprika XXL,"€ 2,49",,"pro Einheit = 1,00","pro Einheit = 1,00","gemischt in den Farben Rot, Gelb und Grün, Kl. I",Nein,Dieses Angebot findest du vom 27.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-27,2026-04-29,../images/kaufland/kaufland_offer_633.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_frisches_obst,tag_ultra_processed,tag_whole_food",,,ref_000402,obs_0000014876|obs_0000014878|obs_0000011385|obs_0000011395|obs_0000009496|obs_0000015685|obs_0000011813|obs_0000009958|obs_0000012763|obs_0000013967,,,
Keine Marke,Span Zitronen XXL,"€ 1,79","€ 2,29","1 kg = 2,39","1 kg = 2,39","Sorte laut Auszeichnung, Kl. I",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_053.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food",,,ref_000403,obs_0000014878|obs_0000011385|obs_0000009607|obs_0000026239|obs_0000010058|obs_0000012177|obs_0000014876|obs_0000015312|obs_0000015685|obs_0000011813|obs_0000008321|obs_0000020848|obs_0000012763|obs_0000025087|obs_0000031323|obs_0000031554|obs_0000027477|obs_0000021667|obs_0000027911|obs_0000034117|obs_0000028057|obs_0000030136|obs_0000028262|obs_0000013967|obs_0000024462|obs_0000026542,obs_0000014878|obs_0000011385,,
Keine Marke,Span Zucchini lose,"€ 1,49","€ 2,49","pro Einheit = 1,49","pro Einheit = 1,49",,Nein,Dieses Angebot findest du vom 27.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-27,2026-04-29,../images/kaufland/kaufland_offer_016.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food",,,ref_000404,obs_0000014368|obs_0000013899|obs_0000013900|obs_0000010553|obs_0000018752|obs_0000021829|obs_0000016265|obs_0000007131,,,
LANGEWIESCHE,Spargelschinken,"€ 1,99","€ 2,59","pro Einheit = 100,00","pro Einheit = 100,00",mit grünen Spargelspitzen umhüllt,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_143.jpg,"cat_fleisch_wurst,sub_schwein,sub_wurst,tag_ultra_processed",,BLS-W441000,ref_000405,,,,
ELO,Spargeltopf Basic,"€ 14,99","€ 39,59","pro Einheit = 14,99","pro Einheit = 14,99",Aus Edelstahl Mit Volumenskala Energiesparender Kapselboden Entnehmbarer Drahteinsatz mit Klappbügel Ideal auch zum Blanchieren/Dünsten von Gemüse Zum Kochen/Warmhalten von Nudeln und Würstchen Stoßfester Glasdeckel mit Edelstahlrand Für alle Herdarten geeignet (inkl. Induktion) Backofengeeignet (mit Deckel bis 180 °C) Spülmaschinengeeignet Größe ca. Ø 16 x 21 cm (ca. 4 l),Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_426.jpg,"cat_non_food,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",,,ref_000406,,,,
