Marke,Produkt,Preis,Vorheriger_Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,Einheit,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids
Keine Marke,Niederl belg Tafelbirnen,"€ 1,49","€ 1,99","pro Einheit = 1,49","Sorte laut Auszeichnung, Kl. I",Nein,Dieses Angebot findest du vom 06.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-06,2026-04-08,../images/kaufland/kaufland_offer_565.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food",,,ref_000261,obs_0000015670|obs_0000013798|obs_0000014886|obs_0000015735|obs_0000011772|obs_0000008712|obs_0000008373|obs_0000028627|obs_0000028513|obs_0000010484,obs_0000015670|obs_0000013798
STORCK,Nimm2 Lachgummi,"€ 0,99",,"1 kg = 3,05 - 4,95","versch. Sorten, ausgenommen Kassenartikel",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_238.jpg,"cat_knabbern_naschen,tag_ultra_processed",,,ref_000262,obs_0000013317|obs_0000033804|obs_0000026637|obs_0000012222|obs_0000033012|obs_0000000514|obs_0000008739|obs_0000001194|obs_0000005657|obs_0000007491,obs_0000013317|obs_0000033804|obs_0000026637|obs_0000005657|obs_0000029723|obs_0000012222|obs_0000007491|obs_0000033012
K-CLASSIC,Norweg Räucherlachs,"€ 3,49",,"1 kg = 17,45","in Scheiben, traditionell kaltgeräuchert",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_170.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,tag_high_protein,tag_ultra_processed,tag_whole_food",,,ref_000263,obs_0000028795|obs_0000016608|obs_0000008702|obs_0000002571|obs_0000021070|obs_0000025231|obs_0000031816|obs_0000017750|obs_0000003427|obs_0000020251|obs_0000005956|obs_0000001935|obs_0000001994,
BERSCHNEIDER,Nussschinken,"€ 1,39","€ 1,79","1 kg = 13,90","gepökelt, geräuchert, nur 3 % Fett",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_101.jpg,"cat_fleisch_wurst,sub_schwein,sub_wurst,tag_ultra_processed",,BLS-D7A5100,ref_000264,obs_0000009122|obs_0000013320|obs_0000011337|obs_0000010123|obs_0000008141|obs_0000014353|obs_0000016090|obs_0000015342|obs_0000010993|obs_0000015739,obs_0000009122|obs_0000013320|obs_0000011337|obs_0000010123|obs_0000008141|obs_0000014353|obs_0000016090
GENIUS,Obst- und Gemüseschneider Nicer Dicer Fusion,"€ 34,99",,"pro Einheit = 34,99","Für Würfel, Stifte, Scheiben, Streifen, Viertel Klingen aus hochwertigem Edelstahl Inkl. Julienne-Aufsatz für Spiralen",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_394.jpg,cat_non_food,,,ref_000265,obs_0000012967,
EHRMANN,Obstgarten,"€ 0,49","€ 0,79","1 kg = 3,92","Quarkzubereitungen mit Früchten unterlegt, versch. Sorten",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_131.jpg,"cat_molkerei_kaese,diet_vegetarian",,,ref_000266,obs_0000012312|obs_0000014944|obs_0000010365|obs_0000010623|obs_0000001184|obs_0000026619,obs_0000012312|obs_0000014944|obs_0000010365|obs_0000010623
SYOSS,Oleo Intense,"€ 4,79","€ 6,95","pro Einheit = 4,79","permanente Öl-Coloration, mit intensiver Pflegeformel, versch. Farben",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_292.jpg,"cat_drogerie,diet_vegetarian,tag_ultra_processed",,,ref_000267,obs_0000015965|obs_0000019072,obs_0000015965
Keine Marke,Orchidee,"€ 7,99",,"pro Einheit = 7,99","versch. Farben, Topf Ø 12 cm",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_068.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,,ref_000268,obs_0000011404|obs_0000013988|obs_0000008880|obs_0000008884|obs_0000002877|obs_0000008775|obs_0000010315|obs_0000002788|obs_0000008678|obs_0000026216|obs_0000000021|obs_0000003739|obs_0000031778|obs_0000030383|obs_0000032462|obs_0000012258|obs_0000015730|obs_0000016003|obs_0000013323|obs_0000012717|obs_0000012720|obs_0000012724|obs_0000015331|obs_0000010983|obs_0000032289|obs_0000007736,obs_0000011404|obs_0000013988|obs_0000008880|obs_0000008884|obs_0000002877|obs_0000008775|obs_0000010315|obs_0000002788|obs_0000008678|obs_0000026216
KERRYGOLD,Orig irisch Pizzakäse oder Cheddar,"€ 4,00",,"1 kg = 8,87","aus irisch. Weidemilch, gerieben, 45 - 50 % Fett i. Tr.",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_142.jpg,"cat_molkerei_kaese,sub_fleischersatz,sub_gefluegel,sub_kaese,sub_milchprodukte,sub_tk_gemuese,tag_high_protein,tag_ultra_processed",,,ref_000269,obs_0000013324|obs_0000015678|obs_0000010630|obs_0000015389|obs_0000012197|obs_0000013135|obs_0000028382|obs_0000023809|obs_0000018212|obs_0000019626|obs_0000024233|obs_0000024569|obs_0000010460|obs_0000022379,obs_0000013324|obs_0000015678
PICK,Orig ung Minisalami,"€ 3,99","€ 5,99","1 kg = 15,96","luftgetrocknet, herzhaft würzig",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_106.jpg,"cat_fleisch_wurst,sub_wurst,tag_ultra_processed",,,ref_000270,,
HAVANA CLUB,Original 3 A os o Especial,"€ 10,99",,"1 l = 15,70","echter kubanischer Rum, 37,5 Vol. %",Nein,Dieses Angebot findest du vom 06.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-06,2026-04-08,../images/kaufland/kaufland_offer_552.jpg,"cat_getraenke,tag_ultra_processed",,,ref_000271,obs_0000014346|obs_0000028730|obs_0000020611|obs_0000012423|obs_0000006283|obs_0000026772|obs_0000026832|obs_0000028896|obs_0000035032|obs_0000035052|obs_0000014655|obs_0000027005|obs_0000027048|obs_0000021000|obs_0000008777|obs_0000021117|obs_0000008906|obs_0000015051|obs_0000015087|obs_0000021430|obs_0000025547|obs_0000033763|obs_0000017384|obs_0000013325|obs_0000019505|obs_0000031800|obs_0000025705|obs_0000009334|obs_0000015502|obs_0000027791|obs_0000033975|obs_0000021758|obs_0000009525|obs_0000021868|obs_0000017799|obs_0000026035|obs_0000015937|obs_0000022184|obs_0000020181|obs_0000011993|obs_0000034561|obs_0000009987|obs_0000028429|obs_0000034575|obs_0000016167|obs_0000020298|obs_0000028516|obs_0000010117|obs_0000014249|obs_0000028630,
LEERDAMMER,Original oder Delacr me,"€ 1,09",,"pro Einheit = 1,09","holl. Schnittkäse, mild-nussig bzw. mild-würzig im Geschmack, 45 - 51 % Fett i. Tr.",Nein,Dieses Angebot findest du vom 06.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-06,2026-04-08,../images/kaufland/kaufland_offer_568.jpg,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte,tag_ultra_processed",,,ref_000272,obs_0000013326|obs_0000015814|obs_0000008777|obs_0000033975|obs_0000034575|obs_0000028516|obs_0000028630|obs_0000006283|obs_0000008906|obs_0000025547|obs_0000033763|obs_0000017384|obs_0000025705|obs_0000009334|obs_0000009525|obs_0000017799|obs_0000026035|obs_0000034561|obs_0000009987|obs_0000010117|obs_0000026772|obs_0000026832|obs_0000035052|obs_0000027005|obs_0000027048|obs_0000019505|obs_0000027791|obs_0000020181|obs_0000028429|obs_0000020298|obs_0000028730|obs_0000020611|obs_0000012423|obs_0000028896|obs_0000021000|obs_0000021117|obs_0000021430|obs_0000013325|obs_0000021758|obs_0000021868|obs_0000022184|obs_0000014249|obs_0000015051|obs_0000031800|obs_0000015502|obs_0000016167,obs_0000013326|obs_0000015814
BIFI,Original Roll oder Chicken High Protein,"€ 1,99",,"1 kg = 14,75 - 19,90",geräuchert,Nein,Dieses Angebot findest du vom 06.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-06,2026-04-08,../images/kaufland/kaufland_offer_547.jpg,"cat_knabbern_naschen,diet_vegetarian,sub_gefluegel,sub_milchprodukte,tag_high_protein,tag_proteinreich,tag_ultra_processed",,,ref_000273,obs_0000010527|obs_0000020611|obs_0000026832|obs_0000021430|obs_0000021758|obs_0000031441|obs_0000013245|obs_0000011464|obs_0000023578,obs_0000010527
PARKSIDE,Parallel-Schraubstock,"€ 24,99",,"pro Einheit = 24,99","Korpus aus Gusseisen Stahlspindel mit Ausdrehsperre Integrierter Amboss (ca. 7,4 x 7,4 cm) Spannbackenbreite je 10 cm Spannweite ca. 10 cm Gewicht ca. 5,3 kg 2 Bohrlöcher zur Befestigung auf z. B. Werkbank Inkl. 2 Schonbacken und 2 Befestigungsschrauben 3 Jahre Garantie",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_308.jpg,cat_non_food,,,ref_000274,obs_0000016796|obs_0000017123|obs_0000025655,obs_0000016796|obs_0000017123|obs_0000025655
Keine Marke,Partycontainer,"€ 6,99",,"pro Einheit = 6,99",Aus Kunststoff Mit entnehmbarem Einsatz (doppelstöckig) 2 klappbare Tragegriffe Fassungsvermögen 2 x ca. 7 l Größe ca. B 40 x H 18 x T 30 cm,Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_377.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,,ref_000275,,
ORO DI PARMA,Passierte Tomaten,"€ 1,99","€ 2,59","1 kg = 2,85",100 % ital. Tomaten aus der Provinz Parma,Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_174.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",,,ref_000276,obs_0000023181|obs_0000013331|obs_0000028468|obs_0000028214|obs_0000027890|obs_0000034023|obs_0000030784|obs_0000029636|obs_0000010073|obs_0000026278|obs_0000026407|obs_0000019909|obs_0000007376,obs_0000023181|obs_0000013331|obs_0000028468|obs_0000028214|obs_0000030784|obs_0000029636|obs_0000027890
SYOSS,Permanente Coloration oder Aufheller,"€ 4,79","€ 5,45","pro Einheit = 4,79",versch. Farben,Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_291.jpg,"cat_drogerie,tag_ultra_processed",,,ref_000277,obs_0000014674|obs_0000015964|obs_0000033582,obs_0000014674|obs_0000015964
RAMA,Pflanzliches Streichfett,"€ 1,39","€ 2,29","1 kg = 3,09 - 3,48","Original oder Balance, 39 - 60 % Fett",Nein,Dieses Angebot findest du vom 06.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-06,2026-04-08,../images/kaufland/kaufland_offer_015.jpg,"cat_molkerei_kaese,diet_lactose_free,diet_vegan,diet_vegetarian,sub_butter_margarine,sub_kaese",,,ref_000278,obs_0000011480|obs_0000014055|obs_0000023304|obs_0000010144|obs_0000014498|obs_0000013920|obs_0000028280,obs_0000011480|obs_0000014055
ROTKÄPPCHEN,Piccolo-Sekt,"€ 0,99",,"1 l = 4,95",versch. Sorten,Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_265.jpg,"cat_getraenke,tag_ultra_processed",,,ref_000279,obs_0000013336|obs_0000015931|obs_0000008276|obs_0000015498|obs_0000010420|obs_0000014100|obs_0000011802|obs_0000017436|obs_0000031833|obs_0000018037|obs_0000000122|obs_0000026289|obs_0000023255|obs_0000018687|obs_0000026425|obs_0000027487|obs_0000002457|obs_0000025002|obs_0000018465|obs_0000017456|obs_0000003634|obs_0000013889|obs_0000019009|obs_0000019561|obs_0000028281|obs_0000012437|obs_0000010911|obs_0000011989|obs_0000027358|obs_0000016680|obs_0000015666|obs_0000014643|obs_0000014644|obs_0000024889|obs_0000011590|obs_0000015699|obs_0000008047|obs_0000008577|obs_0000012694|obs_0000022430|obs_0000001461|obs_0000026048,obs_0000013336|obs_0000015931|obs_0000008276|obs_0000015498|obs_0000010420
BECK S,Pils oder Gold,"€ 11,99",,"1 l = 1,20",(+ 3.10 Pfand),Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_271.jpg,cat_getraenke,,,ref_000280,obs_0000011995|obs_0000013339|obs_0000015090|obs_0000016578|obs_0000017247|obs_0000033823|obs_0000026062|obs_0000019656|obs_0000028759|obs_0000014202|obs_0000031740|obs_0000023756|obs_0000024176|obs_0000012450|obs_0000023001|obs_0000008467|obs_0000000370|obs_0000034007|obs_0000026170|obs_0000034423|obs_0000010120|obs_0000034708|obs_0000010165|obs_0000035035|obs_0000010721|obs_0000010755|obs_0000027329|obs_0000011104|obs_0000003041|obs_0000027944|obs_0000028275|obs_0000028408|obs_0000028500|obs_0000028614|obs_0000004068|obs_0000012448|obs_0000028878|obs_0000028937|obs_0000012629|obs_0000012669|obs_0000004495|obs_0000012871|obs_0000004922|obs_0000013227|obs_0000013338|obs_0000013819|obs_0000023259|obs_0000015276|obs_0000031695|obs_0000031712,obs_0000011995|obs_0000013339|obs_0000015090
NIKLAS,Pilze,"€ 2,99","€ 3,99","1 kg = 4,99 - 9,97","Pilzmischung, Pfifferlinge oder Steinpilze",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_153.jpg,cat_tiefkuehl,,BLS-X448353,ref_000281,obs_0000027349|obs_0000004199|obs_0000003213|obs_0000002545|obs_0000004626|obs_0000005053|obs_0000019039|obs_0000016831|obs_0000021641|obs_0000025165|obs_0000020822|obs_0000008731,obs_0000004199|obs_0000003213|obs_0000002545|obs_0000004626|obs_0000027349|obs_0000005053|obs_0000019039
KINDER,Pingui,"€ 2,49",,"1 kg = 10,38",Schoko-Milch-Dessert,Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_125.jpg,"cat_molkerei_kaese,tag_ultra_processed",,,ref_000282,obs_0000011463|obs_0000031551|obs_0000012794|obs_0000003592|obs_0000017471|obs_0000001113|obs_0000018099|obs_0000010014|obs_0000009553|obs_0000032602|obs_0000018854|obs_0000019214|obs_0000019409|obs_0000019935|obs_0000016887,obs_0000011463|obs_0000031551|obs_0000032602|obs_0000012794
Keine Marke,Poln kroat Kulturchampignons weiß,"€ 1,00","€ 1,49","1 kg = 4,00",Kl. I,Nein,Dieses Angebot findest du vom 06.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-06,2026-04-08,../images/kaufland/kaufland_offer_560.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_pilze,tag_whole_food",,,ref_000283,obs_0000011406|obs_0000013346|obs_0000014167|obs_0000009162,obs_0000011406|obs_0000013346
BITBURGER,Premium Pils,"€ 10,99",,"1 l = 1,10",(+ 3.10 Pfand),Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_274.jpg,cat_getraenke,,,ref_000284,obs_0000012445|obs_0000016561|obs_0000011146|obs_0000013350|obs_0000034432|obs_0000028520|obs_0000028635|obs_0000028695|obs_0000014397|obs_0000028734|obs_0000010479|obs_0000026883|obs_0000012662|obs_0000008613|obs_0000010756|obs_0000011148|obs_0000027560|obs_0000033895|obs_0000027845|obs_0000011594|obs_0000009703|obs_0000013836|obs_0000015938|obs_0000028575|obs_0000008187|obs_0000008006|obs_0000028408|obs_0000031079|obs_0000029198|obs_0000031248|obs_0000029243|obs_0000031389|obs_0000029927|obs_0000026008|obs_0000030395|obs_0000030607|obs_0000011151|obs_0000026015|obs_0000028759|obs_0000012448|obs_0000016578|obs_0000028878|obs_0000035035|obs_0000028937|obs_0000008467|obs_0000000370|obs_0000004495|obs_0000010755|obs_0000012871|obs_0000027329,obs_0000028695|obs_0000014397|obs_0000028734|obs_0000012445|obs_0000016561|obs_0000010479|obs_0000026883|obs_0000012662|obs_0000008613|obs_0000010756|obs_0000011146|obs_0000011148|obs_0000027560|obs_0000013350|obs_0000033895|obs_0000027845|obs_0000011594|obs_0000009703|obs_0000013836|obs_0000015938|obs_0000034432|obs_0000028520|obs_0000028575|obs_0000028635|obs_0000008187
FRANZISKANER,Premium-Weißbier,"€ 14,49",,"1 l = 1,45","naturtrüb, auch alkoholfrei (+ 3.10 Pfand)",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_273.jpg,cat_getraenke,,,ref_000285,obs_0000013351|obs_0000015499|obs_0000012447|obs_0000028367|obs_0000013830|obs_0000031751|obs_0000031388|obs_0000031911|obs_0000027336|obs_0000028886|obs_0000035037|obs_0000028962|obs_0000028970|obs_0000011595|obs_0000034223,obs_0000013351|obs_0000009340|obs_0000015499|obs_0000012447|obs_0000008932|obs_0000009957
NOVANTACEPPI,Primitivo Primitivo Rosato oder Pinot Grigio,"€ 4,99",,"1 l = 6,66","Apulien, z. B. Primitivo: Aromen dunkler Beeren, Kirschen und Zimt, körperreich, passt zu Rindersteaks und Pastagerichten",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_262.jpg,cat_getraenke,,,ref_000286,obs_0000005822|obs_0000023227|obs_0000034040|obs_0000014113|obs_0000034716|obs_0000034286|obs_0000027208|obs_0000027780|obs_0000034038|obs_0000024921|obs_0000026098,
ZONIN,Prosecco DOC,"€ 6,99","€ 9,99","1 l = 9,32","ital. Schaumwein, brut, frisch, harmonisch und spritzig im Geschmack, ideal als Aperitif",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_267.jpg,cat_getraenke,,,ref_000287,obs_0000015930|obs_0000008134|obs_0000026041|obs_0000006714|obs_0000026009|obs_0000026010|obs_0000001205|obs_0000031415|obs_0000030011|obs_0000034396|obs_0000025955|obs_0000030232|obs_0000030408|obs_0000032473|obs_0000028126|obs_0000035021,obs_0000005260|obs_0000015930
GUSTO,Pufuletti,"€ 0,89","€ 1,19","1 kg = 8,90","Maissnack, versch. Sorten",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_227.jpg,"cat_knabbern_naschen,tag_ultra_processed",,,ref_000288,,
MICHEL SCHNEIDER,Qualitätswein oder alkoholfreier Wein,"€ 3,99","€ 5,49","1 l = 5,32","versch. Sorten, z. B. Grauburgunder-Rivaner, Pfalz/Rheinhessen: Aromen von getrockneten Früchten, Orangen und Mandeln, passt zu hellem Fleisch und Fischgerichten",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_263.jpg,cat_getraenke,,,ref_000289,obs_0000010751|obs_0000013033|obs_0000008721|obs_0000034424|obs_0000010394|obs_0000011138|obs_0000011986|obs_0000012225|obs_0000013356|obs_0000013843|obs_0000014641|obs_0000006548|obs_0000015923,obs_0000010751|obs_0000013033
LA LEYENDA,Queso de Oveja con Trufa,"€ 2,99","€ 3,89","pro Einheit = 2,99","span. Schnittkäse, mind. 3 Monate gereift, 50 % Fett i. Tr.",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_148.jpg,cat_molkerei_kaese,,,ref_000290,,
SODASTREAM,Quick-Connect- Zylinderfüllung,"€ 6,95","€ 8,99","1 kg = 16,36",Füllmenge ca. 425 g Für bis zu 60 l gesprudeltes Wasser,Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_420.jpg,"cat_non_food,tag_ultra_processed",,,ref_000291,obs_0000011747|obs_0000008268,obs_0000011747
WARSTEINER,Radler 0 0,"€ 3,99",,"1 l = 2,02",alkoholfrei (+ 0.48 Pfand),Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_275.jpg,cat_getraenke,,BLS-P192000,ref_000292,obs_0000013844|obs_0000008166|obs_0000001442|obs_0000027348|obs_0000032261|obs_0000012450|obs_0000030555|obs_0000011151|obs_0000030235|obs_0000030944|obs_0000029926|obs_0000031612,obs_0000013844
IGLO,Rahm-Spinat,"€ 1,99","€ 3,49","1 kg = 2,66","mild gewürzt, portionierbar",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_157.jpg,"cat_tiefkuehl,diet_vegetarian,sub_hackfleisch,sub_sahne_creme,sub_tk_fertiggerichte,sub_tk_gemuese,tag_high_protein",,,ref_000293,obs_0000014341|obs_0000031858|obs_0000010920|obs_0000010490|obs_0000016840|obs_0000023004|obs_0000014848|obs_0000025711|obs_0000020605|obs_0000026393|obs_0000021424|obs_0000030504|obs_0000032098|obs_0000029163|obs_0000033881|obs_0000031908|obs_0000022077|obs_0000018515|obs_0000022918,obs_0000014341|obs_0000004704|obs_0000031858|obs_0000010920|obs_0000004277|obs_0000000707|obs_0000000229|obs_0000010490|obs_0000003850|obs_0000030504|obs_0000032098|obs_0000016840|obs_0000023004|obs_0000029163|obs_0000014848
ECHTER NORDHÄUSER,Reiche Ernte,"€ 5,99",,"1 l = 11,98","eine Kombination aus Kornbrand und Obstbrand, versch. Sorten, oder Haselnuss, 30 Vol. %",Nein,Dieses Angebot findest du vom 06.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-06,2026-04-08,../images/kaufland/kaufland_offer_546.jpg,"cat_non_food,diet_vegetarian",,,ref_000294,obs_0000012427|obs_0000015664|obs_0000013361|obs_0000009615|obs_0000009598|obs_0000030948|obs_0000006565,obs_0000012427|obs_0000015664|obs_0000013361
