Marke,Produkt,Preis,Vorheriger_Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels
FRANKEN BRUNNEN,Mineralwasser,"€ 4,44",7.49,1 l = 0.37,versch. Sorten (+ 3.30 Pfand),Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_291.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian"
FERDI FUCHS,Mini-Würstchen,"€ 1,99",,1 kg = 7.96,auch als Geflügel-Würstchen,Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_104.jpg,"cat_fleisch_wurst,sub_wurst,tag_ultra_processed"
SMARTIES KITKAT oder LION,Minis XXL,"€ 3,29",,1 kg = 10.16 - 12.71,beliebte Schokoladen-Süßigkeiten im Kleinformat,Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_277.jpg,"cat_knabbern_naschen,tag_ultra_processed"
K-PURLAND,Minutensteak XXL vom Jungbullen,"€ 8,99",,1 kg = 14.99,vom Jungbullen,Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_083.jpg,cat_fleisch_wurst
K-PURLAND,Minutensteaks aus dem Schweinelachs,"€ 2,49",3.19,1 kg = 6.23,"aus dem Schweinelachs, zart",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_076.jpg,cat_fleisch_wurst
INNOCENT,Mischsaft oder Plus,"€ 2,69",,1 l = 2.99 - 3.59,"aus Direktsaft, versch. Sorten (+ 0.25 Pfand)",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_286.jpg,"cat_getraenke,tag_ultra_processed"
PATTEX,Montagekleber Strong Easy,"€ 2,99",4.49,1 kg = 59.80,Klebt nahezu alle Materialien Lösungsmittelfrei Hohe Endfestigkeit Alterungs- und witterungsbeständig,Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_414.jpg,cat_non_food
PATTEX,Montagekleber Wasserresistent,"€ 3,99",6.99,1 kg = 28.10,Klebt alle Materialien Hohe Endfestigkeit Überstreichbar Alterungs- und witterungsbeständig Für innen und außen,Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_412.jpg,cat_non_food
ZOTT,Monte,"€ 1,39",2.49,1 kg = 4.22,Milchcreme & Schoko-Nuss oder »-30 % Zucker«,Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_125.jpg,"cat_molkerei_kaese,sub_milchprodukte,sub_sahne_creme,tag_ultra_processed"
ZOTT,Monte Snack,"€ 1,99",2.99,1 kg = 8.58,Milchcreme & Schoko-Nuss,Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_120.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_milchprodukte,sub_sahne_creme,tag_ultra_processed"
MONTORSI,Mortadella Bologna IGP mit Pistazien,"€ 0,99",1.99,Kein Mengenpreis,"mit Pistazien, ital. Wurstspezialität, zart und aromatisch",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_111.jpg,"cat_fleisch_wurst,sub_schwein,sub_wurst,tag_ultra_processed"
K-CLASSIC,Mozzarella XXL,"€ 3,33",,1 kg = 6.66,"gerieben, 45 % Fett i. Tr.",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_147.jpg,cat_molkerei_kaese
PARKSIDE,Multifunktions-Öl-Spray 8 in 1,"€ 2,99",,1 l = 9.97,Zur Schmierung und Wartung von Metallteilen Lockert festsitzende Mechanik Schützt effektiv gegen Korrosion Schmiert und macht beweglich Pflegt alle metallischen Materialien Reinigt schonend und löst Rückstände Verdrängt Wasser von Metalloberflächen Verhindert die Entstehung von Kriechströmen Beseitigt quietschende und knarrende Geräusche Silikonfrei Leicht dosierbar und sparsam im Gebrauch,Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_411.jpg,cat_non_food
K-CLASSIC,Müllbeutel,"€ 0,49",0.59,Kein Mengenpreis,"mit Griff, 25 Liter",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_325.jpg,cat_drogerie
REBENBLICK,Müller-Thurgau,"€ 1,99",2.29,Kein Mengenpreis,"Qualitätsweine, Pfalz, trocken oder lieblich, z. B. tr.: exotische Aromatik, feine Fruchtigkeit, angenehm frisch, passt zu Geflügel, Fisch, Meeresfrüchten (+ 0.03 Pfand)",Nein,Dieses Angebot findest du vom 02.03. bis 04.03. in deiner Kaufland-Filiale.,2026-03-02,2026-03-04,images_kaufland/kaufland_offer_689.jpg,cat_getraenke
ZIMMERMANN,Münchner Weißwürste,"€ 2,69",,1 kg = 8.97,eine bayerische Spezialität,Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_094.jpg,cat_fleisch_wurst
MILRAM,Müritzer,"€ 0,99",1.99,Kein Mengenpreis,"dtsch. Schnittkäse, 55 % Fett i. Tr.",Nein,Dieses Angebot findest du vom 02.03. bis 04.03. in deiner Kaufland-Filiale.,2026-03-02,2026-03-04,images_kaufland/kaufland_offer_003.jpg,cat_molkerei_kaese
PERONI,Nastro Azzurro,"€ 4,99",6.29,1 l = 2.52,"ital. Bier, auch alkoholfrei 0,0 % (+ 0.48 Pfand)",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_312.jpg,"cat_getraenke,diet_vegetarian"
NEUBURGER,Neuburger,"€ 1,99",,Kein Mengenpreis,österr. Spezialität aus Rind- und Schweinefleisch,Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_110.jpg,cat_fleisch_wurst
Keine Marke,Niederl span Cocktailrispentomaten,"€ 1,99",2.99,1 kg = 3.98,"Kl. I, Sorte: »Brioso«",Nein,Dieses Angebot findest du vom 02.03. bis 04.03. in deiner Kaufland-Filiale.,2026-03-02,2026-03-04,images_kaufland/kaufland_offer_019.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food"
STORCK,Nimm2 Fruchtbonbons Soft oder Lollies,"€ 1,69",,1 kg = 3.94 - 8.45,"mit Vitaminen, versch. Sorten",Nein,Dieses Angebot findest du vom 02.03. bis 04.03. in deiner Kaufland-Filiale.,2026-03-02,2026-03-04,images_kaufland/kaufland_offer_685.jpg,"cat_knabbern_naschen,tag_ultra_processed"
FISH SEAFOOD,Norw Lachsfilet,"€ 14,99",,Kein Mengenpreis,"ganze Seite, mit Haut, Stück ca. 800 - 1400 g, aufgetaut",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_117.jpg,"cat_fisch_meeresfruechte,diet_lactose_free,tag_high_protein,tag_proteinreich"
Keine Marke,Nuss-Nougat-Croissant,"€ 0,49",0.69,Kein Mengenpreis,"Plunderteiggebäck mit 25 % Nougatfüllung, bestreut mit gehackten Haselnüssen",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_219.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
BERTOLLI,Olivenöl Cucina extra nativ,"€ 9,99",,Kein Mengenpreis,Cucina extra nativ,Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_214.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian"
Keine Marke,Orchideen,"€ 11,99",,Kein Mengenpreis,"versch. Sorten und Farben, Topf Ø 10,5 cm bzw. Glas Ø 6 cm, ab 10,99€",Nein,Dieses Angebot findest du vom 02.03. bis 04.03. in deiner Kaufland-Filiale.,2026-03-02,2026-03-04,images_kaufland/kaufland_offer_696.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food"
PARKSIDE,Ordnungs- Aufbewahrungs-Set,"€ 17,99",,Kein Mengenpreis,"2 Wandelemente je ca. B 49 x H 40 x T 2,2 cm 10 große Sichtlagerkästen 18 kleine Sichtlagerkästen Wandelemente endlos verlegbar Sichtlagerkästen stapel- und nestbar Inkl. Montagematerial und 30 Etiketten",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_407.jpg,cat_non_food
BACHMEIER,Orig bayr Laugenbrezen,"€ 1,59",1.99,1 kg = 1.84,"zum Aufbacken, mit Hagelsalz",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_171.jpg,"cat_tiefkuehl,tag_ultra_processed"
CASA MODENA,Parmigiano Reggiano DOP,"€ 4,44",5.49,1 kg = 29.60,"ital. Hartkäse, am Stück, 24 Monate gereift, 40 % Fett i. Tr.",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_146.jpg,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte"
DENVER,Party-Lautsprecher TSP-330K,"€ 49,99",,Kein Mengenpreis,"Ausgangsleistung max. 30 W (RMS) Mit LED-Effekten Equalizer-Einstellung per Fernbedienung TWS-Funktion mit zweitem TSP-330K Wiedergabe per Bluetooth, USB, AUX oder microSD Mikrofon-Eingang Inkl. Fernbedienung",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_363.jpg,cat_non_food
BARILLA,Pasta-Sauce,"€ 5,00",,1 kg = 4.18,"Basilico, Aglio, Arrabbiata, Napoletana, Base per Bolognese, Toscana oder Pomodoro",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_234.jpg,"cat_grundnahrung,diet_lactose_free,diet_vegan,diet_vegetarian,sub_hackfleisch,sub_nudeln"
DYMOW,Pelmeni,"€ 4,99",6.49,1 kg = 5.55,"Teigtaschen gefüllt mit Schweine-, Puten- oder Schweine- & Rindfleisch",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_164.jpg,"cat_tiefkuehl,sub_tk_fertiggerichte"
Keine Marke,Pesto-Käse-Croissant,"€ 1,79",,Kein Mengenpreis,"Plunderteiggebäck mit Pesto, getrockneten Tomaten und Käsemischung",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_218.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
BERGNER,Pfanne Mocha,"€ 14,99",,Kein Mengenpreis,"Aus Aluminiumguss Mit natürlichen Antihaft-Eigenschaften Softtouch-Griff Für alle Herdarten geeignet Größe ca. Ø 24 x 5,4 cm",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_436.jpg,cat_non_food
RAMA,Pflanzliches Streichfett,"€ 1,39",2.29,1 kg = 3.09 - 3.48) / (1 kg = 2.47 - 2.78)**,"Original oder Balance, 39 - 60 % Fett",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_151.jpg,"cat_molkerei_kaese,diet_lactose_free,diet_vegan,diet_vegetarian,sub_butter_margarine,sub_kaese"
K-CLASSIC,Pfälzer Leberwurst,"€ 1,11",1.69,1 kg = 5.55,Spitzenqualität,Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_102.jpg,cat_fleisch_wurst
NUVOLA,Pinsa Romana,"€ 2,22",2.79,1 kg = 8.88,"ital. Pizza-Alternative zum Belegen, fertig in nur 5 Minuten",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_186.jpg,"cat_grundnahrung,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
Keine Marke,Pok mon-Squishmallow Evoli,"€ 14,99",UVP 22.99,Kein Mengenpreis,Aus weichem Plüschmaterial Ideal zum Schmusen und Sammeln Größe ca. 25 cm Für Kinder ab 3 Jahren,Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_417.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
CEDROB,Polnische Ente,"€ 4,49",,"entspr. z. B. für ein 2,45-kg-Stück 11.01",,Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_089.jpg,"cat_fleisch_wurst,sub_gefluegel"
RÜGENWALDER MÜHLE,Pommersche Gutsleberwurst,"€ 1,89",2.39,Kein Mengenpreis,"geräuchert über Pommernbuche, versch. Sorten",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_113.jpg,"cat_fleisch_wurst,sub_fleischersatz,sub_schwein,sub_wurst,tag_ultra_processed"
PATTEX,Power-Knete Repair Express,"€ 4,99",8.99,1 kg = 166.34,"Repariert, klebt, füllt, dichtet, montiert Für nahezu alle Materialien Härtet weißlich aus Überstreich-, schleif- und bohrbar Beständig gegen Wasser, Fett und Lösemittel Temperaturbeständig von -30 bis +120 °C Elektrisch isolierend Schrumpfungs- und dehnungsfrei Alterungsbeständig Einzeln portioniert zu je 5 g",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_415.jpg,cat_non_food
WARSTEINER,Premium Pilsener,"€ 10,99",,1 l = 1.10,auch alkoholfrei (+ 3.10 Pfand),Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_318.jpg,cat_getraenke
NOVANTACEPPI,Primitivo Primitivo Rosato oder Pinot Grigio,"€ 4,99",5.99,1 l = 6.66,"Apulien, z. B. Primitivo: Aromen dunkler Beeren, Kirschen und Zimt, körperreich, passt zu Rindersteaks und Pastagerichten",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_306.jpg,cat_getraenke
Keine Marke,PRINGLES,"€ 1,69",,1 kg = 10.25 - 10.57) / (1 kg = 8.43 - 8.69)**,versch. Sorten,Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_263.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_ultra_processed,tag_whole_food"
MIONETTO,Prosecco DOC Treviso,"€ 12,00",,1 l = 8.00,"ital. Schaumwein, brut oder 0,0 % alkoholfrei",Nein,Dieses Angebot findest du vom 02.03. bis 04.03. in deiner Kaufland-Filiale.,2026-03-02,2026-03-04,images_kaufland/kaufland_offer_690.jpg,"cat_getraenke,diet_vegetarian,tag_ultra_processed"
MORE,Protein-Gericht,"€ 1,99",2.99,1 kg = 30.62 - 33.17,"Porridge, Grießpudding oder Milchreis",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_350.jpg,"cat_drogerie,tag_high_protein,tag_proteinreich,tag_ultra_processed"
IRONMAXX,Proteinriegel,"€ 1,29",,1 kg = 28.67 - 43.00,Pistachio White Choc oder White Choc Coconut Flavour,Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_348.jpg,"cat_drogerie,tag_high_protein,tag_proteinreich,tag_ultra_processed"
GOLDSTEIG,Protinella,"€ 1,11",1.79,Abtropfgewicht 125 g (1 kg = 8.88,Pasta-Filata-Käse in Salzlake,Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_141.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_kaese,sub_milchprodukte,tag_high_protein,tag_proteinreich,tag_ultra_processed"
PARKSIDE,PTFE-Öl-Spray,"€ 2,99",,1 l = 9.97,"Schmier-, Gleit- und Trennmittel Für Metall, Holz, Gummi und Kunststoffe Extrem reib-, druck- und temperaturbeständig Kein Verlaufen an senkrechten Oberflächen Auch als Rostlöser geeignet Wasserabweisend Leicht dosierbar und sparsam im Gebrauch",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_392.jpg,cat_non_food
K-CLASSIC,Pulled Pork,"€ 3,79",,1 kg = 7.58,"Schweinebraten, mariniert und schonend gegart",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_190.jpg,cat_grundnahrung
SAMSUNG,QLED-TV GQ55Q7F2AUXZG,"€ 399,00",UVP 899.00,Kein Mengenpreis,"Slim-Look-Design Bildschirm ca. 138 cm (55 Zoll) UHD-Auflösung 3.840 x 2.160 px Satte Farben dank Quantum‑Dot‑Technologie 4K AI Upscaling Betriebssystem Tizen OS mit Sprachassistenten Lautsprecher 20 W (RMS) LAN, WIFI 5, 3 x HDMI, USB, CI+, Bluetooth Triple-Tuner DVB-T2/-C/-S2 VESA-Standard 400 x 400 mm Energieeffizienzklasse G (Spektrum A bis G)",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_364.jpg,cat_non_food
WINZER SOMMERACH,Qualitätswein,"€ 5,99",7.49,Kein Mengenpreis,"Silvaner, Domina, Bacchus oder Müller-Thurgau, Franken, z. B. Silvaner: leicht, mineralisch, fruchtig, Aromen von Birnen, Aprikosen, Äpfeln, passt zu Spargel und Fisch",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_308.jpg,cat_getraenke
IGLO,Rahm- Buttergemüse oder Grüne Bohnen mit Speck,"€ 2,39",3.29,1 kg = 4.43 - 5.32,"Rahmgemüse, versch. Sorten, auch Rahm-Blattspinat, oder Buttergemüse",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_161.jpg,cat_tiefkuehl
NIVEA MEN,Rasierschaum,"€ 2,19",2.95,1 l = 10.95,Protect & Care oder Sensitive,Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_343.jpg,cat_drogerie
MAGGI,Ravioli,"€ 1,79",2.99,1 kg = 2.24,versch. Sorten,Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_206.jpg,"cat_grundnahrung,sub_nudeln,tag_ultra_processed"
K-CLASSIC,Reisgericht,"€ 2,79",3.49,1 kg = 3.72,versch. Sorten,Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_163.jpg,cat_tiefkuehl
K-PURLAND,Rib-Eye-Steak mariniert,"€ 16,96",20.99,entspr. z. B. für eine 300-g-Packg. 5.09,"vom Jungbullen, mit Pfeffer-Paprikanote",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_086.jpg,cat_fleisch_wurst
K-WERTSCHÄTZE,Rinderfilet,"€ 42,90",58.90,Kein Mengenpreis,"dtsch. Jungbullenfleisch, mind. 21 Tage gereift, aus eigener Herstellung",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_108.jpg,"cat_fleisch_wurst,sub_rind,tag_proteinreich"
K-CLASSIC,Rohschinken-Würfel XXL,"€ 3,69",,1 kg = 9.23,"mild geräuchert, portionierbar",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_100.jpg,cat_fleisch_wurst
Keine Marke,Rose zweifarbig,"€ 2,22",,Kein Mengenpreis,"versch. Farben, Topf Ø 7 cm",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_070.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food"
PARKSIDE,Rostlöser-Spray,"€ 2,99",,1 l = 9.97,"Löst alte, korrodierte und feste Verbindungen Schnell einsetzende Wirkung Schützt nachhaltig vor Korrosion Pflegt und reinigt zusätzlich Ketten, Züge etc. Sehr gute Kriecheigenschaften Fettet Gleitflächen Beseitigt Quietschen und Knarren Leicht dosierbar und sparsam im Gebrauch",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_394.jpg,cat_non_food
K-CLASSIC,Rotkohl,"€ 0,89",1.19,Abtropfgewicht 650 g (1 kg = 1.37,fein gewürzt,Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_199.jpg,cat_grundnahrung
BACARDI,Rum oder Rum-Spirituose,"€ 19,99",,1 l = 13.33,"Carta Blanca Superior White, Spiced oder Razz, 27 - 37,5 Vol. %",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_300.jpg,"cat_getraenke,tag_ultra_processed"
K-CLASSIC,Räucherlachs XXL,"€ 4,29",,1 kg = 19.50,"traditionell kaltgeräuchert, in Scheiben",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_193.jpg,cat_grundnahrung
NEWCENTIAL,Rücken-Arbeitsgurt Gr L XL,"€ 4,99",,Kein Mengenpreis,Stabilisierende Bandage Kann zur Entlastung des Rückens beitragen Atmungsaktiv Mit 5 eingenähten Stabilisierungsstäben Mit Anti-Rutsch-Beschichtung Erhöht die Belastbarkeit Einstellbar per Klettverschluss und Schultergurt Elastische Kompressionsgurte Größe L/XL (Taillenumfang 88 - 107 cm) 3 Jahre Garantie,Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_542.jpg,cat_non_food
NEWCENTIAL,Rücken-Arbeitsgurt Gr S M,"€ 4,99",,Kein Mengenpreis,Stabilisierende Bandage Kann zur Entlastung des Rückens beitragen Atmungsaktiv Mit 5 eingenähten Stabilisierungsstäben Mit Anti-Rutsch-Beschichtung Erhöht die Belastbarkeit Einstellbar per Klettverschluss und Schultergurt Elastische Kompressionsgurte Größe S/M (Taillenumfang 69 - 92 cm) 3 Jahre Garantie,Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_541.jpg,cat_non_food
KEEEPER,Rührschüssel 3 5 l Carlotta,"€ 3,49",,Kein Mengenpreis,"Aus Kunststoff Mit Volumen-Indikator Fester Halt dank seitlicher Griffe Tropffreies Entleeren durch Ausgusshilfe Anti-Rutsch-Boden Fassungsvermögen ca. 3,5 l Größe ca. Ø 26 x 14 cm",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_479.jpg,cat_non_food
ACQUA PANNA oder,S PELLEGRINO Mineralwasser,"€ 0,89",1.19,Kein Mengenpreis,ohne bzw. mit Kohlensäure (+ 0.25 Pfand),Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_293.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian"
K-CLASSIC,Salami XXL,"€ 1,69",,1 kg = 7.05,"geräuchert, klassisch oder aus Puten- und Schweinefleisch",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_101.jpg,cat_fleisch_wurst
MIRACEL WHIP,Salatcreme,"€ 1,49",,1 l = 2.98,"Original, Mit Joghurt oder Balance",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_208.jpg,"cat_grundnahrung,sub_frisches_gemuese,sub_salate"
K-CLASSIC,Salatkerne-Mix,"€ 1,49",2.29,1 kg = 8.52,ideal für Salate oder als Bowl-Topping,Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_250.jpg,cat_grundnahrung
LORENZ,Saltletts,"€ 3,00",,1 kg = 4.00,Laugensticks mit Meersalz,Nein,Dieses Angebot findest du vom 02.03. bis 04.03. in deiner Kaufland-Filiale.,2026-03-02,2026-03-04,images_kaufland/kaufland_offer_682.jpg,"cat_knabbern_naschen,tag_ultra_processed"
