Marke,Produkt,Preis,Vorheriger_Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids
K-PURLAND,Original Thüringer Rostbratwurst roh,"€ 2,39",2.99,1 kg = 5.98,"vom Schwein, roh",Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_091.jpg,"cat_fleisch_wurst,sub_rind,sub_wurst,tag_high_protein,tag_ultra_processed",,ref_000311,obs_0000012634|obs_0000008709|obs_0000007635|obs_0000025987|obs_0000007934|obs_0000020646|obs_0000016980|obs_0000026643|obs_0000008223|obs_0000026757|obs_0000008352|obs_0000020709|obs_0000026857|obs_0000018706|obs_0000024899|obs_0000014692|obs_0000024959|obs_0000018823|obs_0000027023|obs_0000012774|obs_0000031227|obs_0000025132|obs_0000008780|obs_0000029264|obs_0000025175|obs_0000012989|obs_0000019136|obs_0000031439|obs_0000008971|obs_0000019525|obs_0000023674|obs_0000019642|obs_0000009433|obs_0000013576|obs_0000023832|obs_0000032025|obs_0000032039|obs_0000025918|obs_0000009563|obs_0000019955|obs_0000015909|obs_0000011869|obs_0000024162|obs_0000018030|obs_0000032341|obs_0000014027|obs_0000020283|obs_0000020393|obs_0000016324|obs_0000026556,obs_0000020646|obs_0000012634|obs_0000008709|obs_0000016980|obs_0000025987|obs_0000007635|obs_0000007934
LINDT,Oster-Minis,"€ 3,49",4.99,1 kg = 69.80,"versch. Sorten, z. B. Goldhasen oder Küken",Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_291.jpg,"cat_knabbern_naschen,tag_ultra_processed",,ref_000312,obs_0000021517|obs_0000011840|obs_0000021052|obs_0000018005|obs_0000014426|obs_0000018066|obs_0000023754|obs_0000010531|obs_0000023927|obs_0000014716,
LAWA,Oster-Plätzchenteig,"€ 2,79",,1 kg = 9.30,"Blümli oder Hasi, einfach schneiden und backen",Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_183.jpg,"cat_grundnahrung,tag_ultra_processed",,ref_000313,obs_0000024313|obs_0000013047,
DUPLO,Osterei,"€ 2,99",3.49,1 kg = 29.90,crispy Vollmilchschokoladenei,Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_295.jpg,cat_knabbern_naschen,,ref_000314,,
K-OSTER EDITION,Osterhase,"€ 1,11",1.49,1 kg = 11.10,aus Vollmilchschokolade,Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_285.jpg,"cat_knabbern_naschen,tag_ultra_processed",,ref_000315,,
PAMPERS,Pants oder Windeln,"€ 5,99",8.95,pro Stück = 0.17 - 0.34,"Baby Dry oder Premium Protection, Größe 3 - 8",Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_378.jpg,"cat_drogerie,diet_vegetarian,tag_ultra_processed",,ref_000316,obs_0000010609|obs_0000014042|obs_0000009990|obs_0000013197|obs_0000031911|obs_0000011910,
Keine Marke,Parmigiano Reggiano DOP,"€ 2,79",,Kein Mengenpreis,"ital. Hartkäse, 24 Monate gereift, 32 % Fett i. Tr.",Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_166.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kaese,sub_milchprodukte,tag_whole_food",,ref_000317,obs_0000011775|obs_0000013922|obs_0000021697|obs_0000007224|obs_0000003356|obs_0000008403|obs_0000008712|obs_0000009178|obs_0000014694|obs_0000017793|obs_0000018163|obs_0000031436,obs_0000003356|obs_0000007224|obs_0000008403|obs_0000008712|obs_0000009178|obs_0000011775|obs_0000013922|obs_0000014694|obs_0000017793|obs_0000018163|obs_0000021697
DR OETKER,Paula,"€ 1,49",2.29,1 kg = 2.98 - 3.73,"Desserts mit Flecken, versch. Sorten, auch als Minis",Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_139.jpg,"cat_molkerei_kaese,sub_tk_pizza,tag_ultra_processed",BLS-X890933,ref_000318,obs_0000013465|obs_0000011255|obs_0000025155|obs_0000025690|obs_0000004746|obs_0000004319|obs_0000003892|obs_0000024460|obs_0000000399|obs_0000008083|obs_0000003530|obs_0000000995|obs_0000016886|obs_0000029345|obs_0000006248|obs_0000004941|obs_0000029442|obs_0000027928|obs_0000005332|obs_0000006429|obs_0000027964|obs_0000006279|obs_0000007029,obs_0000013465|obs_0000011255
HARIBO,Perl-Eier,"€ 0,89",1.59,1 kg = 4.45,fruchtige Gelee-Eier mit Zuckerperlen,Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_288.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",,ref_000319,obs_0000008016,
Keine Marke,Peruan brasil Mango lose,"€ 1,29",1.79,Kein Mengenpreis,"»Kent« oder »Keitt«, Kl. I",Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_065.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food",,ref_000320,obs_0000011233|obs_0000010417|obs_0000014239|obs_0000013807|obs_0000012946|obs_0000000306|obs_0000003752|obs_0000004179|obs_0000004606|obs_0000008795|obs_0000009262|obs_0000015390|obs_0000018984|obs_0000019803|obs_0000023711|obs_0000024580|obs_0000026443|obs_0000027849|obs_0000028010|obs_0000022637|obs_0000024866|obs_0000025449|obs_0000031177,obs_0000011233
OREO TOBLERONE oder,PHILADELPHIA Cheesecake,"€ 1,99",2.29,1 kg = 23.42 - 24.88,cremiges Dessert,Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_141.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_kaese,sub_milchprodukte,sub_sahne_creme,tag_ultra_processed",,ref_000321,obs_0000005123|obs_0000029546|obs_0000028923|obs_0000027247,
POPP,Pikanter Brotaufstrich,"€ 1,00",1.89,1 kg = 6.67,versch. Sorten,Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_180.jpg,"cat_grundnahrung,diet_vegan,diet_vegetarian,sub_huelsenfruechte",BLS-V880100,ref_000322,obs_0000010385|obs_0000007988|obs_0000012524|obs_0000016928|obs_0000031798|obs_0000011653|obs_0000022184|obs_0000013481|obs_0000012488|obs_0000029394|obs_0000009943|obs_0000013916|obs_0000007904|obs_0000009956,obs_0000010385|obs_0000007988|obs_0000012524
PILSNER URQUELL,Pils,"€ 14,99",22.99,1 l = 2.30) / (1 l = 1.50)**,(+ 3.10 Pfand),Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_347.jpg,cat_getraenke,BLS-X890662,ref_000323,obs_0000011894|obs_0000009566|obs_0000010201|obs_0000026627|obs_0000029204|obs_0000012317|obs_0000031287|obs_0000032324|obs_0000004708|obs_0000026741|obs_0000024189|obs_0000014466|obs_0000031887|obs_0000022701|obs_0000004281|obs_0000007913|obs_0000024297|obs_0000015103|obs_0000018181|obs_0000026886|obs_0000022281|obs_0000002827|obs_0000003854|obs_0000026402|obs_0000025456|obs_0000000370|obs_0000027005|obs_0000009611|obs_0000015772|obs_0000026535|obs_0000012727|obs_0000027064|obs_0000026071|obs_0000029159|obs_0000026647|obs_0000027198|obs_0000027199|obs_0000028736|obs_0000026702|obs_0000025687|obs_0000032323|obs_0000032328|obs_0000011891|obs_0000012922|obs_0000014463|obs_0000031359|obs_0000026762|obs_0000031896|obs_0000009925|obs_0000026822,obs_0000026627|obs_0000029204|obs_0000012317|obs_0000031287|obs_0000032324|obs_0000004708|obs_0000026741|obs_0000011894|obs_0000024189|obs_0000014466|obs_0000031887|obs_0000022701|obs_0000004281|obs_0000007913|obs_0000024297|obs_0000015103|obs_0000018181|obs_0000026886|obs_0000022281|obs_0000002827|obs_0000003854|obs_0000026402|obs_0000009566|obs_0000025456|obs_0000000370|obs_0000027005|obs_0000009611|obs_0000015772|obs_0000026535|obs_0000012727|obs_0000027064|obs_0000026071|obs_0000010201|obs_0000029159
VELTINS,Pilsener,"€ 11,99",17.99,1 l = 1.20,(+ 3.10 Pfand),Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_349.jpg,cat_getraenke,,ref_000324,obs_0000024630|obs_0000014028|obs_0000026532|obs_0000026791|obs_0000026674|obs_0000007861|obs_0000031555|obs_0000032101|obs_0000032333|obs_0000032334|obs_0000027115|obs_0000012536|obs_0000013181|obs_0000014464|obs_0000009474|obs_0000024720|obs_0000028055|obs_0000019497|obs_0000005425|obs_0000027326|obs_0000009024|obs_0000024512|obs_0000014030|obs_0000028881|obs_0000008284|obs_0000008801|obs_0000032330|obs_0000023145|obs_0000025195|obs_0000027891|obs_0000018678|obs_0000029768|obs_0000028014|obs_0000014465|obs_0000027550|obs_0000007335|obs_0000013610|obs_0000032397|obs_0000028848|obs_0000011444|obs_0000011215|obs_0000014032|obs_0000031893|obs_0000028377,obs_0000026532|obs_0000026791|obs_0000026674|obs_0000007861|obs_0000024630|obs_0000031555|obs_0000014028|obs_0000032101|obs_0000032333|obs_0000032334|obs_0000027115|obs_0000012536|obs_0000013181|obs_0000014464
K-CLASSIC,Pinienkerne,"€ 1,39",2.49,1 kg = 27.80,naturbelassen,Nein,Dieses Angebot findest du vom 16.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-16,2026-03-18,images_kaufland/kaufland_offer_008.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",BLS-H320100,ref_000325,obs_0000014620|obs_0000009832|obs_0000001509|obs_0000003368,obs_0000014620|obs_0000001509|obs_0000009832
MEZZACORONA,Pinot Grigio Merlot Moscato oder Chardonnay,"€ 3,99",,1 l = 5.32,"Italien, z. B. Pinot Grigio Weiß: angenehm, fein, fruchtig, passt zu hellem Fleisch, Fisch und Vorspeisen; Pinot Grigio auch alkoholreduziert als Rosé mit 9 Vol. %",Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_338.jpg,"cat_getraenke,tag_ultra_processed",,ref_000326,obs_0000010583|obs_0000011881|obs_0000014450|obs_0000010196|obs_0000031750|obs_0000031504|obs_0000012638|obs_0000013605|obs_0000021752|obs_0000007821|obs_0000001950|obs_0000024628|obs_0000020415|obs_0000017218|obs_0000019266|obs_0000024312|obs_0000032311|obs_0000016082|obs_0000020085,obs_0000010583|obs_0000011881|obs_0000014450
PARKSIDE,Pinsel-Set,"€ 9,99",,Kein Mengenpreis,"Aus Holz Mit synthetischen Borsten Hohe Deckkraft und beste Streichergebnisse Geeignet für Dispersionsfarben, Lasuren, Lacke Je 4 Heizkörperpinsel ca. 15 und 20 mm Je 3 Heizkörperpinsel ca. 25, 38 und 50 mm",Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_455.jpg,cat_non_food,,ref_000327,obs_0000012643|obs_0000021275|obs_0000031031,obs_0000012643|obs_0000022888|obs_0000021275|obs_0000022465
PARKSIDE,Pinsel-Set Lasur,"€ 9,99",,Kein Mengenpreis,"Aus Holz Mit synthetischen Borsten Hohe Deckkraft und beste Streichergebnisse Geeignet für Lacke, Holzschutzgel und -farbe 11 Flachpinsel ca. 15/20/30/50/60/70 mm 2 Ringpinsel Größen 2/4/6 Flächenstreicher ca. 70 mm 2 Rührstäbe je ca. 43 cm",Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_454.jpg,cat_non_food,,ref_000328,obs_0000012643|obs_0000021275,
K-FAVOURITES,Pistazienkerne gehackt,"€ 2,79",3.49,1 kg = 79.72,"gehackt, extra grün",Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_234.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",,ref_000329,,
Keine Marke,Pizza Salami,"€ 0,69",0.95,Kein Mengenpreis,Pizzasnack mit Edamer und Salami,Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_198.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,sub_frisches_gemuese,sub_tk_pizza,sub_wurst,tag_ultra_processed,tag_whole_food",BLS-X914133,ref_000330,obs_0000011365|obs_0000008481|obs_0000021023|obs_0000021088|obs_0000007240|obs_0000028289|obs_0000029454|obs_0000030092|obs_0000000973|obs_0000002071|obs_0000002397|obs_0000002743|obs_0000003025|obs_0000003093|obs_0000005567|obs_0000005653|obs_0000007433|obs_0000007485|obs_0000007871|obs_0000009680|obs_0000009762|obs_0000009976|obs_0000010456|obs_0000013457|obs_0000014853|obs_0000015127|obs_0000015280|obs_0000015709|obs_0000015900|obs_0000017555|obs_0000018191|obs_0000018932|obs_0000019751|obs_0000021711|obs_0000021730|obs_0000023482|obs_0000023937|obs_0000024061|obs_0000025025|obs_0000026400|obs_0000031640,obs_0000008481|obs_0000011365
MUTTI,Polpa,"€ 1,00",1.99,1 kg = 2.50,fein gehackte ital. Tomaten,Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_186.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",,ref_000331,obs_0000012130|obs_0000009966|obs_0000009029|obs_0000009479,obs_0000012130|obs_0000009966
CHIO,Popcorn,"€ 1,00",,1 kg = 8.34,versch. Sorten,Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_263.jpg,"cat_knabbern_naschen,tag_ultra_processed",,ref_000332,obs_0000013121|obs_0000014416|obs_0000012881|obs_0000011642|obs_0000025373|obs_0000007858|obs_0000024121|obs_0000024584|obs_0000007439|obs_0000016830|obs_0000020978|obs_0000022130|obs_0000022139|obs_0000022143|obs_0000023309|obs_0000018728|obs_0000028095|obs_0000016598|obs_0000019547|obs_0000020574|obs_0000027357|obs_0000016484|obs_0000020718|obs_0000029474|obs_0000008250,obs_0000025373|obs_0000007858|obs_0000024121|obs_0000013121|obs_0000014416|obs_0000012881|obs_0000011642
LINDT,Pralin s Hochfein,"€ 9,99",16.99,1 kg = 49.95,"eine feine Komposition mit u. a. Nougat-, Marzipan- und Nuss-Pralinés",Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_272.jpg,"cat_knabbern_naschen,tag_ultra_processed",,ref_000333,obs_0000007897|obs_0000012306|obs_0000011212|obs_0000014421|obs_0000031861|obs_0000031858,obs_0000007897
FAXE,Premium,"€ 1,49",2.69,Kein Mengenpreis,dän. Lagerbier (+ 0.25 Pfand),Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_355.jpg,"cat_getraenke,tag_high_protein,tag_proteinreich",,ref_000334,obs_0000011041|obs_0000014337|obs_0000026647|obs_0000003610|obs_0000029213|obs_0000004132|obs_0000019497|obs_0000000045|obs_0000012334|obs_0000012336|obs_0000025647|obs_0000002618|obs_0000003140|obs_0000008786|obs_0000026702|obs_0000031310|obs_0000025687|obs_0000008284|obs_0000012894|obs_0000015968|obs_0000000103|obs_0000000104|obs_0000016487|obs_0000023145|obs_0000025195|obs_0000011891|obs_0000011893|obs_0000003705|obs_0000012922|obs_0000025726|obs_0000014463|obs_0000031359|obs_0000026762|obs_0000002704|obs_0000001169|obs_0000015507|obs_0000024720|obs_0000000152|obs_0000031896|obs_0000002724|obs_0000004774|obs_0000020652|obs_0000000175|obs_0000031919|obs_0000025272|obs_0000001210|obs_0000008378|obs_0000009403|obs_0000012480|obs_0000009925,obs_0000011041
K-FAVOURITES,Premium-Apfelsaft naturtrüb Direktsaft,"€ 1,11",1.29,Kein Mengenpreis,"naturtrüb, Direktsaft",Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_359.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",,ref_000335,obs_0000010354|obs_0000029209|obs_0000011041|obs_0000017285|obs_0000009428|obs_0000025947|obs_0000011861,obs_0000010354
NEWCENTIAL,Premium-Damen-Laufschuhe,"€ 14,99",,Kein Mengenpreis,"Mit recyceltem, GRS-zertifiziertem Material Obermaterial Mesh und PU Strobel-Machart für hohe Flexibilität Textile Innenausstattung Vorgeformte, gepolsterte Einlegesohle Dämpfende EVA-Zwischensohle Robuste Sohle aus Gummimischung Mit TR-Geleinsatz Größen 36 - 41",Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_540.jpg,cat_non_food,,ref_000336,obs_0000011041,
MAGNUM,Premium-Eis,"€ 2,89",4.49,1 l = 8.76 - 11.34,"Mini oder Double, versch. Sorten, oder Collection Pink Lemonade",Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_170.jpg,"cat_tiefkuehl,sub_tk_eis,tag_ultra_processed",,ref_000337,obs_0000012480|obs_0000011345|obs_0000012898|obs_0000031856|obs_0000007815|obs_0000010936|obs_0000011041|obs_0000023870|obs_0000017217|obs_0000016235|obs_0000023956,obs_0000012480
NEWCENTIAL,Premium-Herren-Laufschuhe,"€ 14,99",,Kein Mengenpreis,"Mit recyceltem, GRS-zertifiziertem Material Obermaterial Mesh und PU Strobel-Machart für hohe Flexibilität Textile Innenausstattung Vorgeformte, gepolsterte Einlegesohle Dämpfende EVA-Zwischensohle Robuste Sohle aus Gummimischung Mit TR-Geleinsatz Größen 41 - 46",Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_560.jpg,cat_non_food,,ref_000338,obs_0000014772|obs_0000004290|obs_0000014599|obs_0000000376|obs_0000004717|obs_0000003863|obs_0000011041,
K-CARINURA,Premium-Hundesnack,"€ 1,69",,1 kg = 16.90,mit Enten- oder Hühnerfilet,Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_395.jpg,cat_drogerie,,ref_000339,obs_0000012352|obs_0000031327|obs_0000011041|obs_0000011075|obs_0000007658,
TYSKIE,Premium-Pils,"€ 13,99",,1 l = 1.40,(+ 3.10 Pfand),Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_351.jpg,cat_getraenke,,ref_000340,obs_0000012922|obs_0000014463|obs_0000011040|obs_0000008059|obs_0000026647|obs_0000026702|obs_0000025687|obs_0000011891|obs_0000031359|obs_0000026762|obs_0000031896|obs_0000009925|obs_0000026822|obs_0000026861|obs_0000015086|obs_0000012108|obs_0000010592|obs_0000010594|obs_0000025972|obs_0000025010|obs_0000009149|obs_0000007633|obs_0000010202|obs_0000026402|obs_0000028734|obs_0000024135|obs_0000027325|obs_0000027370|obs_0000007452|obs_0000028522|obs_0000028054|obs_0000026627|obs_0000029204|obs_0000012317|obs_0000031287|obs_0000032324|obs_0000004708|obs_0000026741|obs_0000011894|obs_0000024189|obs_0000014466|obs_0000031887|obs_0000007333|obs_0000022701|obs_0000004281|obs_0000007913|obs_0000024297|obs_0000015103|obs_0000018181|obs_0000026886,obs_0000026647|obs_0000026702|obs_0000025687|obs_0000011891|obs_0000012922|obs_0000031359|obs_0000014463|obs_0000026762|obs_0000031896|obs_0000009925|obs_0000026822|obs_0000026861|obs_0000015086|obs_0000011040|obs_0000012108|obs_0000010592|obs_0000010594|obs_0000025972|obs_0000008059|obs_0000025010|obs_0000009149|obs_0000007633|obs_0000010202
DOPPIO PASSO,Primitivo Rosato IGT,"€ 4,88",,1 l = 6.51,"Apulien, Italien, Aromen von Brombeeren, roten Johannisbeeren, passt zu Fisch und Pastagerichten",Nein,Dieses Angebot findest du vom 16.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-16,2026-03-18,images_kaufland/kaufland_offer_803.jpg,cat_getraenke,,ref_000341,obs_0000012314|obs_0000013389|obs_0000014452|obs_0000012621|obs_0000031502|obs_0000025907|obs_0000011427|obs_0000029734|obs_0000025549|obs_0000003414|obs_0000023048|obs_0000024225|obs_0000025335|obs_0000005608,obs_0000012314|obs_0000013389|obs_0000014452
LANDLIEBE,Pudding,"€ 0,49",,1 kg = 2.18 - 3.27,"Sahne-, Vollmilch- oder Grießpudding, versch. Sorten",Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_142.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_milchprodukte,sub_sahne_creme,tag_ultra_processed",,ref_000342,obs_0000013903|obs_0000009955|obs_0000011750|obs_0000031769|obs_0000016456|obs_0000015684|obs_0000001428|obs_0000014743|obs_0000024536|obs_0000002077|obs_0000004674|obs_0000025690|obs_0000022658|obs_0000004746|obs_0000004247|obs_0000003234|obs_0000004319|obs_0000022239|obs_0000003820|obs_0000005893|obs_0000003892|obs_0000006991|obs_0000000399|obs_0000003530|obs_0000000995|obs_0000016886|obs_0000021007|obs_0000014866|obs_0000018454|obs_0000001560|obs_0000021534|obs_0000021549|obs_0000022584|obs_0000003149|obs_0000008271|obs_0000019586|obs_0000023241|obs_0000015054|obs_0000019687|obs_0000002293|obs_0000018767|obs_0000023390|obs_0000003431|obs_0000024952|obs_0000008074|obs_0000016269|obs_0000032392|obs_0000024495|obs_0000018868|obs_0000023011,obs_0000031769|obs_0000016456|obs_0000013903|obs_0000009955|obs_0000005893|obs_0000015684|obs_0000001428|obs_0000014743|obs_0000024536|obs_0000011750
